,Station,Date,num_entries,"('num_entries', 'amax')","('num_entries', 'amin')",normalized_entries
28951,INWOOD-207 ST,01/01/2020,3062,11891,546,0.22177170559717937
28952,INWOOD-207 ST,01/02/2020,8138,11891,546,0.6691934773027766
28953,INWOOD-207 ST,01/03/2020,8156,11891,546,0.6707800793301014
28954,INWOOD-207 ST,01/04/2020,4846,11891,546,0.37902159541648306
28955,INWOOD-207 ST,01/05/2020,3722,11891,546,0.27994711326575583
28956,INWOOD-207 ST,01/06/2020,8657,11891,546,0.7149405024239753
28957,INWOOD-207 ST,01/07/2020,9052,11891,546,0.7497576024680476
28958,INWOOD-207 ST,01/08/2020,9084,11891,546,0.7525782282944028
28959,INWOOD-207 ST,01/09/2020,9057,11891,546,0.7501983252534156
28960,INWOOD-207 ST,01/10/2020,9240,11891,546,0.7663287791978846
28961,INWOOD-207 ST,01/11/2020,5145,11891,546,0.40537681798148967
28962,INWOOD-207 ST,01/12/2020,3842,11891,546,0.29052446011458793
28963,INWOOD-207 ST,01/13/2020,10228,11891,546,0.853415601586602
28964,INWOOD-207 ST,01/14/2020,9420,11891,546,0.7821947994711327
28965,INWOOD-207 ST,01/15/2020,9572,11891,546,0.79559277214632
28966,INWOOD-207 ST,01/16/2020,9409,11891,546,0.7812252093433231
28967,INWOOD-207 ST,01/17/2020,9177,11891,546,0.7607756721022477
28968,INWOOD-207 ST,01/18/2020,11891,11891,546,1.0
28969,INWOOD-207 ST,01/19/2020,9143,11891,546,0.7577787571617453
28970,INWOOD-207 ST,01/20/2020,6352,11891,546,0.5117672983693257
28971,INWOOD-207 ST,01/21/2020,9858,11891,546,0.8208021154693698
28972,INWOOD-207 ST,01/22/2020,10102,11891,546,0.8423093873953283
28973,INWOOD-207 ST,01/23/2020,10148,11891,546,0.8463640370207139
28974,INWOOD-207 ST,01/24/2020,10157,11891,546,0.8471573380343764
28975,INWOOD-207 ST,01/25/2020,8400,11891,546,0.6922873512560599
28976,INWOOD-207 ST,01/26/2020,7280,11891,546,0.5935654473336271
28977,INWOOD-207 ST,01/27/2020,8936,11891,546,0.7395328338475099
28978,INWOOD-207 ST,01/28/2020,9395,11891,546,0.7799911855442926
28979,INWOOD-207 ST,01/29/2020,9285,11891,546,0.7702952842661965
28980,INWOOD-207 ST,01/30/2020,9177,11891,546,0.7607756721022477
28981,INWOOD-207 ST,01/31/2020,9166,11891,546,0.7598060819744381
28982,INWOOD-207 ST,02/01/2020,5215,11891,546,0.4115469369766417
28983,INWOOD-207 ST,02/02/2020,3792,11891,546,0.2861172322609079
28984,INWOOD-207 ST,02/03/2020,8992,11891,546,0.7444689290436316
28985,INWOOD-207 ST,02/04/2020,9489,11891,546,0.7882767739092111
28986,INWOOD-207 ST,02/05/2020,9562,11891,546,0.794711326575584
28987,INWOOD-207 ST,02/06/2020,9396,11891,546,0.7800793301013662
28988,INWOOD-207 ST,02/07/2020,9151,11891,546,0.7584839136183341
28989,INWOOD-207 ST,02/08/2020,9824,11891,546,0.8178052005288673
28990,INWOOD-207 ST,02/09/2020,7195,11891,546,0.5860731599823711
28991,INWOOD-207 ST,02/10/2020,9083,11891,546,0.7524900837373292
28992,INWOOD-207 ST,02/11/2020,9409,11891,546,0.7812252093433231
28993,INWOOD-207 ST,02/12/2020,9587,11891,546,0.796914940502424
28994,INWOOD-207 ST,02/13/2020,9386,11891,546,0.7791978845306302
28995,INWOOD-207 ST,02/14/2020,9349,11891,546,0.775936535918907
28996,INWOOD-207 ST,02/15/2020,8993,11891,546,0.7445570736007051
28997,INWOOD-207 ST,02/16/2020,7383,11891,546,0.6026443367122081
28998,INWOOD-207 ST,02/17/2020,10328,11891,546,0.8622300572939621
28999,INWOOD-207 ST,02/18/2020,8752,11891,546,0.7233142353459674
29000,INWOOD-207 ST,02/19/2020,9029,11891,546,0.7477302776553548
29001,INWOOD-207 ST,02/20/2020,8915,11891,546,0.7376817981489643
29002,INWOOD-207 ST,02/21/2020,8665,11891,546,0.7156456588805641
29003,INWOOD-207 ST,02/22/2020,10130,11891,546,0.8447774349933892
29004,INWOOD-207 ST,02/23/2020,7649,11891,546,0.6260907888937858
29005,INWOOD-207 ST,02/24/2020,9281,11891,546,0.7699427060379022
29006,INWOOD-207 ST,02/25/2020,9567,11891,546,0.795152049360952
29007,INWOOD-207 ST,02/26/2020,9583,11891,546,0.7965623622741296
29008,INWOOD-207 ST,02/27/2020,9601,11891,546,0.7981489643014544
29009,INWOOD-207 ST,02/28/2020,9565,11891,546,0.7949757602468047
29010,INWOOD-207 ST,02/29/2020,9749,11891,546,0.8111943587483473
29011,INWOOD-207 ST,03/01/2020,7337,11891,546,0.5985896870868224
29012,INWOOD-207 ST,03/02/2020,9320,11891,546,0.7733803437637726
29013,INWOOD-207 ST,03/03/2020,9349,11891,546,0.775936535918907
29014,INWOOD-207 ST,03/04/2020,9530,11891,546,0.7918907007492287
29015,INWOOD-207 ST,03/05/2020,9348,11891,546,0.7758483913618334
29016,INWOOD-207 ST,03/06/2020,9130,11891,546,0.7566328779197885
29017,INWOOD-207 ST,03/07/2020,5629,11891,546,0.4480387836051124
29018,INWOOD-207 ST,03/08/2020,4183,11891,546,0.32058175407668577
29019,INWOOD-207 ST,03/09/2020,8776,11891,546,0.7254297047157338
29020,INWOOD-207 ST,03/10/2020,8801,11891,546,0.7276333186425739
29021,INWOOD-207 ST,03/11/2020,8639,11891,546,0.7133539003966505
29022,INWOOD-207 ST,03/12/2020,7919,11891,546,0.649889819303658
29023,INWOOD-207 ST,03/13/2020,6918,11891,546,0.5616571176729837
29024,INWOOD-207 ST,03/14/2020,3619,11891,546,0.27086822388717496
29025,INWOOD-207 ST,03/15/2020,2319,11891,546,0.15628029969149404
29026,INWOOD-207 ST,03/16/2020,4430,11891,546,0.34235345967386516
29027,INWOOD-207 ST,03/17/2020,3750,11891,546,0.2824151608638167
29028,INWOOD-207 ST,03/18/2020,3494,11891,546,0.25985015425297486
29029,INWOOD-207 ST,03/19/2020,3122,11891,546,0.22706037902159543
29030,INWOOD-207 ST,03/20/2020,2921,11891,546,0.2093433230498017
29031,INWOOD-207 ST,03/21/2020,1584,11891,546,0.09149405024239753
29032,INWOOD-207 ST,03/22/2020,1007,11891,546,0.04063464081092993
29033,INWOOD-207 ST,03/23/2020,1699,11891,546,0.10163067430586162
29034,INWOOD-207 ST,03/24/2020,1705,11891,546,0.10215954164830322
29035,INWOOD-207 ST,03/25/2020,1587,11891,546,0.09175848391361834
29036,INWOOD-207 ST,03/26/2020,1613,11891,546,0.09405024239753196
29037,INWOOD-207 ST,03/27/2020,1573,11891,546,0.09052446011458792
29038,INWOOD-207 ST,03/28/2020,921,11891,546,0.03305420890260027
29039,INWOOD-207 ST,03/29/2020,640,11891,546,0.008285588364918467
29040,INWOOD-207 ST,03/30/2020,1318,11891,546,0.06804759806081974
29041,INWOOD-207 ST,03/31/2020,1291,11891,546,0.06566769501983252
29042,INWOOD-207 ST,04/01/2020,1269,11891,546,0.0637285147642133
29043,INWOOD-207 ST,04/02/2020,1174,11891,546,0.05535478184222124
29044,INWOOD-207 ST,04/03/2020,1210,11891,546,0.05852798589687087
29045,INWOOD-207 ST,04/04/2020,832,11891,546,0.0252093433230498
29046,INWOOD-207 ST,04/05/2020,572,11891,546,0.0022917584839136185
29047,INWOOD-207 ST,04/06/2020,1032,11891,546,0.04283825473776994
29048,INWOOD-207 ST,04/07/2020,1032,11891,546,0.04283825473776994
29049,INWOOD-207 ST,04/08/2020,940,11891,546,0.034728955486998676
29050,INWOOD-207 ST,04/09/2020,1021,11891,546,0.04186866460996033
29051,INWOOD-207 ST,04/10/2020,963,11891,546,0.036756280299691496
29052,INWOOD-207 ST,04/11/2020,644,11891,546,0.008638166593212869
29053,INWOOD-207 ST,04/12/2020,546,11891,546,0.0
29054,INWOOD-207 ST,04/13/2020,908,11891,546,0.031908329660643456
29055,INWOOD-207 ST,04/14/2020,1051,11891,546,0.04451300132216836
29056,INWOOD-207 ST,04/15/2020,1023,11891,546,0.042044953724107534
29057,INWOOD-207 ST,04/16/2020,1042,11891,546,0.04371970030850595
29058,INWOOD-207 ST,04/17/2020,1077,11891,546,0.04680475980608197
29059,INWOOD-207 ST,04/18/2020,700,11891,546,0.013574261789334508
29060,INWOOD-207 ST,04/19/2020,553,11891,546,0.0006170118995152049
29061,INWOOD-207 ST,04/20/2020,1028,11891,546,0.04248567650947554
29062,INWOOD-207 ST,04/21/2020,1091,11891,546,0.048038783605112385
29063,INWOOD-207 ST,04/22/2020,1135,11891,546,0.051917144116350816
29064,INWOOD-207 ST,04/23/2020,1125,11891,546,0.05103569854561481
29065,INWOOD-207 ST,04/24/2020,1085,11891,546,0.04750991626267078
29066,INWOOD-207 ST,12/28/2019,4763,11891,546,0.3717055971793742
29067,INWOOD-207 ST,12/29/2019,3791,11891,546,0.2860290877038343
29068,INWOOD-207 ST,12/30/2019,6575,11891,546,0.5314235345967386
29069,INWOOD-207 ST,12/31/2019,6290,11891,546,0.5063023358307625
29070,JACKSON AV,01/01/2020,1830,5771,386,0.2681522748375116
29071,JACKSON AV,01/02/2020,4567,5771,386,0.7764159702878366
29072,JACKSON AV,01/03/2020,4717,5771,386,0.8042711234911792
29073,JACKSON AV,01/04/2020,2377,5771,386,0.36973073351903435
29074,JACKSON AV,01/05/2020,1587,5771,386,0.22302692664809656
29075,JACKSON AV,01/06/2020,4929,5771,386,0.8436397400185701
29076,JACKSON AV,01/07/2020,5059,5771,386,0.8677808727948003
29077,JACKSON AV,01/08/2020,5159,5771,386,0.8863509749303621
29078,JACKSON AV,01/09/2020,5049,5771,386,0.8659238625812442
29079,JACKSON AV,01/10/2020,5118,5771,386,0.8787372330547818
29080,JACKSON AV,01/11/2020,2665,5771,386,0.42321262766945217
29081,JACKSON AV,01/12/2020,2020,5771,386,0.30343546889507894
29082,JACKSON AV,01/13/2020,5054,5771,386,0.8668523676880223
29083,JACKSON AV,01/14/2020,5157,5771,386,0.8859795728876508
29084,JACKSON AV,01/15/2020,5280,5771,386,0.9088207985143918
29085,JACKSON AV,01/16/2020,5215,5771,386,0.8967502321262767
29086,JACKSON AV,01/17/2020,5022,5771,386,0.8609099350046425
29087,JACKSON AV,01/18/2020,2273,5771,386,0.35041782729805016
29088,JACKSON AV,01/19/2020,1347,5771,386,0.17845868152274838
29089,JACKSON AV,01/20/2020,2761,5771,386,0.44103992571959144
29090,JACKSON AV,01/21/2020,3791,5771,386,0.6323119777158774
29091,JACKSON AV,01/22/2020,3980,5771,386,0.6674094707520891
29092,JACKSON AV,01/23/2020,3907,5771,386,0.653853296193129
29093,JACKSON AV,01/24/2020,3761,5771,386,0.6267409470752089
29094,JACKSON AV,01/25/2020,2283,5771,386,0.3522748375116063
29095,JACKSON AV,01/26/2020,1868,5771,386,0.27520891364902506
29096,JACKSON AV,01/27/2020,4903,5771,386,0.838811513463324
29097,JACKSON AV,01/28/2020,5428,5771,386,0.9363045496750232
29098,JACKSON AV,01/29/2020,5417,5771,386,0.9342618384401115
29099,JACKSON AV,01/30/2020,5395,5771,386,0.9301764159702879
29100,JACKSON AV,01/31/2020,5342,5771,386,0.9203342618384401
29101,JACKSON AV,02/01/2020,2579,5771,386,0.40724233983286906
29102,JACKSON AV,02/02/2020,1853,5771,386,0.2724233983286908
29103,JACKSON AV,02/03/2020,5152,5771,386,0.8850510677808728
29104,JACKSON AV,02/04/2020,5288,5771,386,0.9103064066852368
29105,JACKSON AV,02/05/2020,5578,5771,386,0.9641597028783658
29106,JACKSON AV,02/06/2020,5497,5771,386,0.9491179201485608
29107,JACKSON AV,02/07/2020,5403,5771,386,0.9316620241411327
29108,JACKSON AV,02/08/2020,3012,5771,386,0.48765088207985147
29109,JACKSON AV,02/09/2020,2251,5771,386,0.3463324048282266
29110,JACKSON AV,02/10/2020,5340,5771,386,0.9199628597957289
29111,JACKSON AV,02/11/2020,5377,5771,386,0.9268337975858867
29112,JACKSON AV,02/12/2020,4373,5771,386,0.7403899721448468
29113,JACKSON AV,02/13/2020,5445,5771,386,0.9394614670380688
29114,JACKSON AV,02/14/2020,4965,5771,386,0.8503249767873723
29115,JACKSON AV,02/15/2020,2501,5771,386,0.39275766016713093
29116,JACKSON AV,02/16/2020,1482,5771,386,0.20352831940575672
29117,JACKSON AV,02/17/2020,3162,5771,386,0.515506035283194
29118,JACKSON AV,02/18/2020,4331,5771,386,0.7325905292479109
29119,JACKSON AV,02/19/2020,4496,5771,386,0.7632311977715878
29120,JACKSON AV,02/20/2020,4333,5771,386,0.7329619312906221
29121,JACKSON AV,02/21/2020,4256,5771,386,0.7186629526462396
29122,JACKSON AV,02/22/2020,2674,5771,386,0.42488393686165277
29123,JACKSON AV,02/23/2020,2040,5771,386,0.30714948932219127
29124,JACKSON AV,02/24/2020,5398,5771,386,0.9307335190343546
29125,JACKSON AV,02/25/2020,5558,5771,386,0.9604456824512535
29126,JACKSON AV,02/26/2020,5771,5771,386,1.0
29127,JACKSON AV,02/27/2020,5562,5771,386,0.961188486536676
29128,JACKSON AV,02/28/2020,5345,5771,386,0.920891364902507
29129,JACKSON AV,02/29/2020,1976,5771,386,0.29526462395543174
29130,JACKSON AV,03/01/2020,1581,5771,386,0.22191272051996286
29131,JACKSON AV,03/02/2020,4844,5771,386,0.8278551532033426
29132,JACKSON AV,03/03/2020,5365,5771,386,0.9246053853296193
29133,JACKSON AV,03/04/2020,5135,5771,386,0.8818941504178273
29134,JACKSON AV,03/05/2020,5157,5771,386,0.8859795728876508
29135,JACKSON AV,03/06/2020,5098,5771,386,0.8750232126276695
29136,JACKSON AV,03/07/2020,2163,5771,386,0.32999071494893223
29137,JACKSON AV,03/08/2020,1657,5771,386,0.23602599814298977
29138,JACKSON AV,03/09/2020,4946,5771,386,0.8467966573816156
29139,JACKSON AV,03/10/2020,4787,5771,386,0.8172701949860725
29140,JACKSON AV,03/11/2020,4749,5771,386,0.8102135561745589
29141,JACKSON AV,03/12/2020,4310,5771,386,0.728690807799443
29142,JACKSON AV,03/13/2020,4233,5771,386,0.7143918291550604
29143,JACKSON AV,03/14/2020,1700,5771,386,0.24401114206128133
29144,JACKSON AV,03/15/2020,1213,5771,386,0.15357474466109564
29145,JACKSON AV,03/16/2020,2684,5771,386,0.42674094707520893
29146,JACKSON AV,03/17/2020,2607,5771,386,0.41244196843082637
29147,JACKSON AV,03/18/2020,2439,5771,386,0.38124419684308264
29148,JACKSON AV,03/19/2020,2342,5771,386,0.36323119777158774
29149,JACKSON AV,03/20/2020,1990,5771,386,0.2978644382544104
29150,JACKSON AV,03/21/2020,959,5771,386,0.1064066852367688
29151,JACKSON AV,03/22/2020,624,5771,386,0.04419684308263695
29152,JACKSON AV,03/23/2020,1293,5771,386,0.16843082636954504
29153,JACKSON AV,03/24/2020,1341,5771,386,0.17734447539461468
29154,JACKSON AV,03/25/2020,1299,5771,386,0.16954503249767874
29155,JACKSON AV,03/26/2020,1191,5771,386,0.14948932219127206
29156,JACKSON AV,03/27/2020,1136,5771,386,0.1392757660167131
29157,JACKSON AV,03/28/2020,600,5771,386,0.039740018570102134
29158,JACKSON AV,03/29/2020,464,5771,386,0.014484679665738161
29159,JACKSON AV,03/30/2020,1013,5771,386,0.11643454038997214
29160,JACKSON AV,03/31/2020,868,5771,386,0.08950789229340761
29161,JACKSON AV,04/01/2020,914,5771,386,0.09805013927576602
29162,JACKSON AV,04/02/2020,902,5771,386,0.0958217270194986
29163,JACKSON AV,04/03/2020,848,5771,386,0.08579387186629527
29164,JACKSON AV,04/04/2020,532,5771,386,0.02711234911792015
29165,JACKSON AV,04/05/2020,386,5771,386,0.0
29166,JACKSON AV,04/06/2020,863,5771,386,0.08857938718662953
29167,JACKSON AV,04/07/2020,809,5771,386,0.07855153203342619
29168,JACKSON AV,04/08/2020,781,5771,386,0.0733519034354689
29169,JACKSON AV,04/09/2020,796,5771,386,0.07613741875580315
29170,JACKSON AV,04/10/2020,805,5771,386,0.07780872794800371
29171,JACKSON AV,04/11/2020,528,5771,386,0.02636954503249768
29172,JACKSON AV,04/12/2020,394,5771,386,0.0014856081708449396
29173,JACKSON AV,04/13/2020,698,5771,386,0.057938718662952644
29174,JACKSON AV,04/14/2020,817,5771,386,0.08003714020427112
29175,JACKSON AV,04/15/2020,759,5771,386,0.0692664809656453
29176,JACKSON AV,04/16/2020,747,5771,386,0.0670380687093779
29177,JACKSON AV,04/17/2020,770,5771,386,0.0713091922005571
29178,JACKSON AV,04/18/2020,541,5771,386,0.028783658310120707
29179,JACKSON AV,04/19/2020,423,5771,386,0.006870937790157846
29180,JACKSON AV,04/20/2020,916,5771,386,0.09842154131847725
29181,JACKSON AV,04/21/2020,862,5771,386,0.0883936861652739
29182,JACKSON AV,04/22/2020,980,5771,386,0.11030640668523677
29183,JACKSON AV,04/23/2020,848,5771,386,0.08579387186629527
29184,JACKSON AV,04/24/2020,881,5771,386,0.09192200557103064
29185,JACKSON AV,12/28/2019,2426,5771,386,0.3788300835654596
29186,JACKSON AV,12/29/2019,1757,5771,386,0.2545961002785515
29187,JACKSON AV,12/30/2019,3600,5771,386,0.5968430826369545
29188,JACKSON AV,12/31/2019,3395,5771,386,0.5587743732590529
29189,JAMAICA 179 ST,01/01/2020,5702,22631,793,0.22479164758677533
29190,JAMAICA 179 ST,01/02/2020,19783,22631,793,0.8695851268431175
29191,JAMAICA 179 ST,01/03/2020,18980,22631,793,0.8328143602894038
29192,JAMAICA 179 ST,01/04/2020,8131,22631,793,0.33601978203132155
29193,JAMAICA 179 ST,01/05/2020,5817,22631,793,0.23005769759135453
29194,JAMAICA 179 ST,01/06/2020,21252,22631,793,0.9368531916842202
29195,JAMAICA 179 ST,01/07/2020,21869,22631,793,0.9651066947522667
29196,JAMAICA 179 ST,01/08/2020,21627,22631,793,0.9540250938730653
29197,JAMAICA 179 ST,01/09/2020,21597,22631,793,0.9526513416979577
29198,JAMAICA 179 ST,01/10/2020,20919,22631,793,0.9216045425405257
29199,JAMAICA 179 ST,01/11/2020,8998,22631,793,0.37572121989193147
29200,JAMAICA 179 ST,01/12/2020,5819,22631,793,0.23014928106969504
29201,JAMAICA 179 ST,01/13/2020,21081,22631,793,0.9290228042861068
29202,JAMAICA 179 ST,01/14/2020,21657,22631,793,0.9553988460481729
29203,JAMAICA 179 ST,01/15/2020,21995,22631,793,0.9708764538877187
29204,JAMAICA 179 ST,01/16/2020,21651,22631,793,0.9551240956131514
29205,JAMAICA 179 ST,01/17/2020,20195,22631,793,0.888451323381262
29206,JAMAICA 179 ST,01/18/2020,7143,22631,793,0.2907775437311109
29207,JAMAICA 179 ST,01/19/2020,5598,22631,793,0.22002930671306897
29208,JAMAICA 179 ST,01/20/2020,11564,22631,793,0.4932228226028025
29209,JAMAICA 179 ST,01/21/2020,21276,22631,793,0.9379521934243062
29210,JAMAICA 179 ST,01/22/2020,21302,22631,793,0.9391427786427329
29211,JAMAICA 179 ST,01/23/2020,21338,22631,793,0.9407912812528619
29212,JAMAICA 179 ST,01/24/2020,20196,22631,793,0.8884971151204323
29213,JAMAICA 179 ST,01/25/2020,7467,22631,793,0.3056140672222731
29214,JAMAICA 179 ST,01/26/2020,6032,22631,793,0.23990292151295906
29215,JAMAICA 179 ST,01/27/2020,21281,22631,793,0.9381811521201575
29216,JAMAICA 179 ST,01/28/2020,22548,22631,793,0.996199285648869
29217,JAMAICA 179 ST,01/29/2020,22340,22631,793,0.9866746039014562
29218,JAMAICA 179 ST,01/30/2020,22316,22631,793,0.9855756021613701
29219,JAMAICA 179 ST,01/31/2020,21092,22631,793,0.9295265134169796
29220,JAMAICA 179 ST,02/01/2020,8339,22631,793,0.3455444637787343
29221,JAMAICA 179 ST,02/02/2020,5898,22631,793,0.23376682846414507
29222,JAMAICA 179 ST,02/03/2020,21919,22631,793,0.9673962817107794
29223,JAMAICA 179 ST,02/04/2020,22631,22631,793,1.0
29224,JAMAICA 179 ST,02/05/2020,22515,22631,793,0.9946881582562506
29225,JAMAICA 179 ST,02/06/2020,22276,22631,793,0.9837439325945599
29226,JAMAICA 179 ST,02/07/2020,21233,22631,793,0.9359831486399853
29227,JAMAICA 179 ST,02/08/2020,8656,22631,793,0.36006044509570473
29228,JAMAICA 179 ST,02/09/2020,5878,22631,793,0.23285099368074
29229,JAMAICA 179 ST,02/10/2020,21871,22631,793,0.9651982782306072
29230,JAMAICA 179 ST,02/11/2020,22402,22631,793,0.9895136917300119
29231,JAMAICA 179 ST,02/12/2020,21933,22631,793,0.9680373660591629
29232,JAMAICA 179 ST,02/13/2020,22572,22631,793,0.997298287388955
29233,JAMAICA 179 ST,02/14/2020,21022,22631,793,0.9263210916750618
29234,JAMAICA 179 ST,02/15/2020,8042,22631,793,0.331944317245169
29235,JAMAICA 179 ST,02/16/2020,5807,22631,793,0.229599780199652
29236,JAMAICA 179 ST,02/17/2020,11325,22631,793,0.4822785969411118
29237,JAMAICA 179 ST,02/18/2020,20557,22631,793,0.9050279329608939
29238,JAMAICA 179 ST,02/19/2020,21102,22631,793,0.9299844308086821
29239,JAMAICA 179 ST,02/20/2020,20787,22631,793,0.9155600329700522
29240,JAMAICA 179 ST,02/21/2020,19130,22631,793,0.8396831211649418
29241,JAMAICA 179 ST,02/22/2020,8437,22631,793,0.3500320542174192
29242,JAMAICA 179 ST,02/23/2020,5897,22631,793,0.23372103672497482
29243,JAMAICA 179 ST,02/24/2020,21954,22631,793,0.9689989925817383
29244,JAMAICA 179 ST,02/25/2020,22406,22631,793,0.9896968586866929
29245,JAMAICA 179 ST,02/26/2020,22516,22631,793,0.9947339499954209
29246,JAMAICA 179 ST,02/27/2020,22505,22631,793,0.994230240864548
29247,JAMAICA 179 ST,02/28/2020,21002,22631,793,0.9254052568916568
29248,JAMAICA 179 ST,02/29/2020,8393,22631,793,0.348017217693928
29249,JAMAICA 179 ST,03/01/2020,5777,22631,793,0.22822602802454436
29250,JAMAICA 179 ST,03/02/2020,21842,22631,793,0.9638703177946698
29251,JAMAICA 179 ST,03/03/2020,22320,22631,793,0.985758769118051
29252,JAMAICA 179 ST,03/04/2020,22288,22631,793,0.984293433464603
29253,JAMAICA 179 ST,03/05/2020,22303,22631,793,0.9849803095521568
29254,JAMAICA 179 ST,03/06/2020,20393,22631,793,0.8975180877369723
29255,JAMAICA 179 ST,03/07/2020,8271,22631,793,0.34243062551515707
29256,JAMAICA 179 ST,03/08/2020,5036,22631,793,0.19429434929938638
29257,JAMAICA 179 ST,03/09/2020,20187,22631,793,0.8880849894679
29258,JAMAICA 179 ST,03/10/2020,20166,22631,793,0.8871233629453247
29259,JAMAICA 179 ST,03/11/2020,19653,22631,793,0.8636322007509846
29260,JAMAICA 179 ST,03/12/2020,18001,22631,793,0.7879842476417255
29261,JAMAICA 179 ST,03/13/2020,15493,22631,793,0.6731385658027292
29262,JAMAICA 179 ST,03/14/2020,5725,22631,793,0.22584485758769118
29263,JAMAICA 179 ST,03/15/2020,3808,22631,793,0.13806209359831487
29264,JAMAICA 179 ST,03/16/2020,11318,22631,793,0.48195805476692005
29265,JAMAICA 179 ST,03/17/2020,9895,22631,793,0.41679640992764905
29266,JAMAICA 179 ST,03/18/2020,8938,22631,793,0.37297371554171627
29267,JAMAICA 179 ST,03/19/2020,7871,22631,793,0.3241139298470556
29268,JAMAICA 179 ST,03/20/2020,6812,22631,793,0.27562047806575696
29269,JAMAICA 179 ST,03/21/2020,2702,22631,793,0.08741643007601428
29270,JAMAICA 179 ST,03/22/2020,1733,22631,793,0.04304423482003847
29271,JAMAICA 179 ST,03/23/2020,3978,22631,793,0.145846689257258
29272,JAMAICA 179 ST,03/24/2020,4132,22631,793,0.15289861708947705
29273,JAMAICA 179 ST,03/25/2020,3828,22631,793,0.13897792838171993
29274,JAMAICA 179 ST,03/26/2020,3673,22631,793,0.1318802088103306
29275,JAMAICA 179 ST,03/27/2020,3542,22631,793,0.12588149097902737
29276,JAMAICA 179 ST,03/28/2020,1513,22631,793,0.03297005220258265
29277,JAMAICA 179 ST,03/29/2020,1110,22631,793,0.01451598131697042
29278,JAMAICA 179 ST,03/30/2020,2851,22631,793,0.09423939921238209
29279,JAMAICA 179 ST,03/31/2020,2666,22631,793,0.08576792746588516
29280,JAMAICA 179 ST,04/01/2020,2582,22631,793,0.08192142137558385
29281,JAMAICA 179 ST,04/02/2020,2431,22631,793,0.07500686876087553
29282,JAMAICA 179 ST,04/03/2020,2394,22631,793,0.07331257441157615
29283,JAMAICA 179 ST,04/04/2020,1229,22631,793,0.01996519827823061
29284,JAMAICA 179 ST,04/05/2020,929,22631,793,0.006227676527154501
29285,JAMAICA 179 ST,04/06/2020,2269,22631,793,0.06758860701529444
29286,JAMAICA 179 ST,04/07/2020,2194,22631,793,0.06415422657752541
29287,JAMAICA 179 ST,04/08/2020,2178,22631,793,0.06342155875080135
29288,JAMAICA 179 ST,04/09/2020,2018,22631,793,0.05609488048356077
29289,JAMAICA 179 ST,04/10/2020,1880,22631,793,0.04977562047806576
29290,JAMAICA 179 ST,04/11/2020,1097,22631,793,0.01392068870775712
29291,JAMAICA 179 ST,04/12/2020,793,22631,793,0.0
29292,JAMAICA 179 ST,04/13/2020,1809,22631,793,0.04652440699697775
29293,JAMAICA 179 ST,04/14/2020,2221,22631,793,0.06539060353512226
29294,JAMAICA 179 ST,04/15/2020,2172,22631,793,0.06314680831577983
29295,JAMAICA 179 ST,04/16/2020,2193,22631,793,0.06410843483835515
29296,JAMAICA 179 ST,04/17/2020,2154,22631,793,0.06232255701071527
29297,JAMAICA 179 ST,04/18/2020,1123,22631,793,0.015111273926183716
29298,JAMAICA 179 ST,04/19/2020,959,22631,793,0.007601428702262112
29299,JAMAICA 179 ST,04/20/2020,2282,22631,793,0.06818389962450774
29300,JAMAICA 179 ST,04/21/2020,2304,22631,793,0.06919131788625332
29301,JAMAICA 179 ST,04/22/2020,2373,22631,793,0.07235094788900083
29302,JAMAICA 179 ST,04/23/2020,2280,22631,793,0.06809231614616723
29303,JAMAICA 179 ST,04/24/2020,2179,22631,793,0.06346735048997161
29304,JAMAICA 179 ST,12/28/2019,9369,22631,793,0.3927099551240956
29305,JAMAICA 179 ST,12/29/2019,6448,22631,793,0.2589522850077846
29306,JAMAICA 179 ST,12/30/2019,16527,22631,793,0.7204872241047715
29307,JAMAICA 179 ST,12/31/2019,15551,22631,793,0.675794486674604
29308,JAMAICA CENTER,01/01/2020,9697,37214,2044,0.21760022746659086
29309,JAMAICA CENTER,01/02/2020,31424,37214,2044,0.835371054876315
29310,JAMAICA CENTER,01/03/2020,31559,37214,2044,0.8392095535968155
29311,JAMAICA CENTER,01/04/2020,13653,37214,2044,0.3300824566391811
29312,JAMAICA CENTER,01/05/2020,10223,37214,2044,0.23255615581461472
29313,JAMAICA CENTER,01/06/2020,34265,37214,2044,0.9161501279499573
29314,JAMAICA CENTER,01/07/2020,34911,37214,2044,0.9345180551606482
29315,JAMAICA CENTER,01/08/2020,34811,37214,2044,0.9316747227750924
29316,JAMAICA CENTER,01/09/2020,34419,37214,2044,0.9205288598237134
29317,JAMAICA CENTER,01/10/2020,34051,37214,2044,0.9100653966448677
29318,JAMAICA CENTER,01/11/2020,13228,37214,2044,0.31799829400056867
29319,JAMAICA CENTER,01/12/2020,9353,37214,2044,0.20781916406027864
29320,JAMAICA CENTER,01/13/2020,33872,37214,2044,0.9049758316747227
29321,JAMAICA CENTER,01/14/2020,34616,37214,2044,0.9261302246232584
29322,JAMAICA CENTER,01/15/2020,34932,37214,2044,0.935115154961615
29323,JAMAICA CENTER,01/16/2020,34871,37214,2044,0.933380722206426
29324,JAMAICA CENTER,01/17/2020,32702,37214,2044,0.8717088427637191
29325,JAMAICA CENTER,01/18/2020,12257,37214,2044,0.29038953653682115
