,Station,Date,num_entries
14308,BOTANIC GARDEN,01/23/2020,1089
14309,BOTANIC GARDEN,01/24/2020,1021
14310,BOTANIC GARDEN,01/25/2020,476
14311,BOTANIC GARDEN,01/26/2020,462
14312,BOTANIC GARDEN,01/27/2020,1042
14313,BOTANIC GARDEN,01/28/2020,1469
14314,BOTANIC GARDEN,01/29/2020,1493
14315,BOTANIC GARDEN,01/30/2020,1484
14316,BOTANIC GARDEN,01/31/2020,1523
14317,BOTANIC GARDEN,02/01/2020,605
14318,BOTANIC GARDEN,02/02/2020,424
14319,BOTANIC GARDEN,02/03/2020,1406
14320,BOTANIC GARDEN,02/04/2020,1491
14321,BOTANIC GARDEN,02/05/2020,1508
14322,BOTANIC GARDEN,02/06/2020,1535
14323,BOTANIC GARDEN,02/07/2020,1499
14324,BOTANIC GARDEN,02/08/2020,561
14325,BOTANIC GARDEN,02/09/2020,426
14326,BOTANIC GARDEN,02/10/2020,1395
14327,BOTANIC GARDEN,02/11/2020,1487
14328,BOTANIC GARDEN,02/12/2020,1450
14329,BOTANIC GARDEN,02/13/2020,1487
14330,BOTANIC GARDEN,02/14/2020,1426
14331,BOTANIC GARDEN,02/15/2020,461
14332,BOTANIC GARDEN,02/16/2020,410
14333,BOTANIC GARDEN,02/17/2020,484
14334,BOTANIC GARDEN,02/18/2020,791
14335,BOTANIC GARDEN,02/19/2020,881
14336,BOTANIC GARDEN,02/20/2020,810
14337,BOTANIC GARDEN,02/21/2020,773
14338,BOTANIC GARDEN,02/22/2020,553
14339,BOTANIC GARDEN,02/23/2020,408
14340,BOTANIC GARDEN,02/24/2020,1418
14341,BOTANIC GARDEN,02/25/2020,1473
14342,BOTANIC GARDEN,02/26/2020,1557
14343,BOTANIC GARDEN,02/27/2020,1511
14344,BOTANIC GARDEN,02/28/2020,1450
14345,BOTANIC GARDEN,02/29/2020,563
14346,BOTANIC GARDEN,03/01/2020,414
14347,BOTANIC GARDEN,03/02/2020,1402
14348,BOTANIC GARDEN,03/03/2020,1468
14349,BOTANIC GARDEN,03/04/2020,1308
14350,BOTANIC GARDEN,03/05/2020,1478
14351,BOTANIC GARDEN,03/06/2020,1456
14352,BOTANIC GARDEN,03/07/2020,591
14353,BOTANIC GARDEN,03/08/2020,401
14354,BOTANIC GARDEN,03/09/2020,1366
14355,BOTANIC GARDEN,03/10/2020,1436
14356,BOTANIC GARDEN,03/11/2020,1443
14357,BOTANIC GARDEN,03/12/2020,1354
14358,BOTANIC GARDEN,03/13/2020,1169
14359,BOTANIC GARDEN,03/14/2020,364
14360,BOTANIC GARDEN,03/15/2020,264
14361,BOTANIC GARDEN,03/16/2020,438
14362,BOTANIC GARDEN,03/17/2020,417
14363,BOTANIC GARDEN,03/18/2020,508
14364,BOTANIC GARDEN,03/19/2020,407
14365,BOTANIC GARDEN,03/20/2020,350
14366,BOTANIC GARDEN,03/21/2020,175
14367,BOTANIC GARDEN,03/22/2020,124
14368,BOTANIC GARDEN,03/23/2020,202
14369,BOTANIC GARDEN,03/24/2020,245
14370,BOTANIC GARDEN,03/25/2020,169
14371,BOTANIC GARDEN,03/26/2020,223
14372,BOTANIC GARDEN,03/27/2020,188
14373,BOTANIC GARDEN,12/28/2019,449
14374,BOTANIC GARDEN,12/29/2019,417
14375,BOTANIC GARDEN,12/30/2019,639
14376,BOTANIC GARDEN,12/31/2019,588
14377,BOWERY,01/01/2020,2617
14378,BOWERY,01/02/2020,3628
14379,BOWERY,01/03/2020,3493
14380,BOWERY,01/04/2020,3196
14381,BOWERY,01/05/2020,2649
14382,BOWERY,01/06/2020,3316
14383,BOWERY,01/07/2020,3275
14384,BOWERY,01/08/2020,3413
14385,BOWERY,01/09/2020,3450
14386,BOWERY,01/10/2020,3659
14387,BOWERY,01/11/2020,3021
14388,BOWERY,01/12/2020,2557
14389,BOWERY,01/13/2020,3322
14390,BOWERY,01/14/2020,3320
14391,BOWERY,01/15/2020,3625
14392,BOWERY,01/16/2020,3533
14393,BOWERY,01/17/2020,3541
14394,BOWERY,01/18/2020,2904
14395,BOWERY,01/19/2020,2810
14396,BOWERY,01/20/2020,2657
14397,BOWERY,01/21/2020,3183
14398,BOWERY,01/22/2020,3436
14399,BOWERY,01/23/2020,3666
14400,BOWERY,01/24/2020,3609
14401,BOWERY,01/25/2020,2479
14402,BOWERY,01/26/2020,2376
14403,BOWERY,01/27/2020,3074
14404,BOWERY,01/28/2020,3247
14405,BOWERY,01/29/2020,3312
14406,BOWERY,01/30/2020,3525
14407,BOWERY,01/31/2020,3374
14408,BOWERY,02/01/2020,3033
14409,BOWERY,02/02/2020,2464
14410,BOWERY,02/03/2020,3262
14411,BOWERY,02/04/2020,3277
14412,BOWERY,02/05/2020,3352
14413,BOWERY,02/06/2020,3383
14414,BOWERY,02/07/2020,3490
14415,BOWERY,02/08/2020,2806
14416,BOWERY,02/09/2020,2547
14417,BOWERY,02/10/2020,3127
14418,BOWERY,02/11/2020,3251
14419,BOWERY,02/12/2020,3581
14420,BOWERY,02/13/2020,3316
14421,BOWERY,02/14/2020,3747
14422,BOWERY,02/15/2020,3125
14423,BOWERY,02/16/2020,2679
14424,BOWERY,02/17/2020,3042
14425,BOWERY,02/18/2020,3124
14426,BOWERY,02/19/2020,3346
14427,BOWERY,02/20/2020,3368
14428,BOWERY,02/21/2020,3430
14429,BOWERY,02/22/2020,3269
14430,BOWERY,02/23/2020,2691
14431,BOWERY,02/24/2020,3310
14432,BOWERY,02/25/2020,3192
14433,BOWERY,02/26/2020,3525
14434,BOWERY,02/27/2020,3397
14435,BOWERY,02/28/2020,3657
14436,BOWERY,02/29/2020,3253
14437,BOWERY,03/01/2020,2641
14438,BOWERY,03/02/2020,2623
14439,BOWERY,03/03/2020,2557
14440,BOWERY,03/04/2020,2714
14441,BOWERY,03/05/2020,2805
14442,BOWERY,03/06/2020,3347
14443,BOWERY,03/07/2020,2744
14444,BOWERY,03/08/2020,1893
14445,BOWERY,03/09/2020,2689
14446,BOWERY,03/10/2020,2500
14447,BOWERY,03/11/2020,2402
14448,BOWERY,03/12/2020,2304
14449,BOWERY,03/13/2020,2014
14450,BOWERY,03/14/2020,1577
14451,BOWERY,03/15/2020,1148
14452,BOWERY,03/16/2020,1221
14453,BOWERY,03/17/2020,921
14454,BOWERY,03/18/2020,822
14455,BOWERY,03/19/2020,640
14456,BOWERY,03/20/2020,680
14457,BOWERY,03/21/2020,434
14458,BOWERY,03/22/2020,274
14459,BOWERY,03/23/2020,305
14460,BOWERY,03/24/2020,319
14461,BOWERY,03/25/2020,283
14462,BOWERY,03/26/2020,289
14463,BOWERY,03/27/2020,302
14464,BOWERY,12/28/2019,3692
14465,BOWERY,12/29/2019,3173
14466,BOWERY,12/30/2019,3243
14467,BOWERY,12/31/2019,3542
14468,BOWLING GREEN,01/01/2020,8712
14469,BOWLING GREEN,01/02/2020,27155
14470,BOWLING GREEN,01/03/2020,24332
14471,BOWLING GREEN,01/04/2020,6770
14472,BOWLING GREEN,01/05/2020,5898
14473,BOWLING GREEN,01/06/2020,27951
14474,BOWLING GREEN,01/07/2020,28391
14475,BOWLING GREEN,01/08/2020,28341
14476,BOWLING GREEN,01/09/2020,28538
14477,BOWLING GREEN,01/10/2020,26335
14478,BOWLING GREEN,01/11/2020,30
14479,BOWLING GREEN,01/12/2020,35
14480,BOWLING GREEN,01/13/2020,28087
14481,BOWLING GREEN,01/14/2020,28335
14482,BOWLING GREEN,01/15/2020,28589
14483,BOWLING GREEN,01/16/2020,28617
14484,BOWLING GREEN,01/17/2020,25427
14485,BOWLING GREEN,01/18/2020,5320
14486,BOWLING GREEN,01/19/2020,5287
14487,BOWLING GREEN,01/20/2020,8975
14488,BOWLING GREEN,01/21/2020,27932
14489,BOWLING GREEN,01/22/2020,28494
14490,BOWLING GREEN,01/23/2020,28386
14491,BOWLING GREEN,01/24/2020,26433
14492,BOWLING GREEN,01/25/2020,5847
14493,BOWLING GREEN,01/26/2020,5696
14494,BOWLING GREEN,01/27/2020,28025
14495,BOWLING GREEN,01/28/2020,29374
14496,BOWLING GREEN,01/29/2020,29090
14497,BOWLING GREEN,01/30/2020,29028
14498,BOWLING GREEN,01/31/2020,25817
14499,BOWLING GREEN,02/01/2020,6022
14500,BOWLING GREEN,02/02/2020,4336
14501,BOWLING GREEN,02/03/2020,28180
14502,BOWLING GREEN,02/04/2020,28740
14503,BOWLING GREEN,02/05/2020,28891
14504,BOWLING GREEN,02/06/2020,28804
14505,BOWLING GREEN,02/07/2020,26235
14506,BOWLING GREEN,02/08/2020,8117
14507,BOWLING GREEN,02/09/2020,5527
14508,BOWLING GREEN,02/10/2020,27937
14509,BOWLING GREEN,02/11/2020,28319
14510,BOWLING GREEN,02/12/2020,28118
14511,BOWLING GREEN,02/13/2020,28457
14512,BOWLING GREEN,02/14/2020,25600
14513,BOWLING GREEN,02/15/2020,6806
14514,BOWLING GREEN,02/16/2020,5745
14515,BOWLING GREEN,02/17/2020,9386
14516,BOWLING GREEN,02/18/2020,26621
14517,BOWLING GREEN,02/19/2020,28364
14518,BOWLING GREEN,02/20/2020,28067
14519,BOWLING GREEN,02/21/2020,25032
14520,BOWLING GREEN,02/22/2020,10735
14521,BOWLING GREEN,02/23/2020,7978
14522,BOWLING GREEN,02/24/2020,28385
14523,BOWLING GREEN,02/25/2020,28592
14524,BOWLING GREEN,02/26/2020,28330
14525,BOWLING GREEN,02/27/2020,28913
14526,BOWLING GREEN,02/28/2020,26738
14527,BOWLING GREEN,02/29/2020,10110
14528,BOWLING GREEN,03/01/2020,7549
14529,BOWLING GREEN,03/02/2020,27930
14530,BOWLING GREEN,03/03/2020,28065
14531,BOWLING GREEN,03/04/2020,28243
14532,BOWLING GREEN,03/05/2020,27623
14533,BOWLING GREEN,03/06/2020,24930
14534,BOWLING GREEN,03/07/2020,8051
14535,BOWLING GREEN,03/08/2020,5087
14536,BOWLING GREEN,03/09/2020,24299
14537,BOWLING GREEN,03/10/2020,23465
14538,BOWLING GREEN,03/11/2020,18409
14539,BOWLING GREEN,03/12/2020,19948
14540,BOWLING GREEN,03/13/2020,15392
14541,BOWLING GREEN,03/14/2020,4047
14542,BOWLING GREEN,03/15/2020,2625
14543,BOWLING GREEN,03/16/2020,10227
14544,BOWLING GREEN,03/17/2020,7245
14545,BOWLING GREEN,03/18/2020,6192
14546,BOWLING GREEN,03/19/2020,5214
14547,BOWLING GREEN,03/20/2020,4833
14548,BOWLING GREEN,03/21/2020,1387
14549,BOWLING GREEN,03/22/2020,869
14550,BOWLING GREEN,03/23/2020,2488
14551,BOWLING GREEN,03/24/2020,2538
14552,BOWLING GREEN,03/25/2020,2365
14553,BOWLING GREEN,03/26/2020,2238
14554,BOWLING GREEN,03/27/2020,2194
14555,BOWLING GREEN,12/28/2019,12507
14556,BOWLING GREEN,12/29/2019,8873
14557,BOWLING GREEN,12/30/2019,21265
14558,BOWLING GREEN,12/31/2019,20788
14559,BRIARWOOD,01/01/2020,1523
14560,BRIARWOOD,01/02/2020,4530
14561,BRIARWOOD,01/03/2020,4332
14562,BRIARWOOD,01/04/2020,2243
14563,BRIARWOOD,01/05/2020,1788
14564,BRIARWOOD,01/06/2020,5226
14565,BRIARWOOD,01/07/2020,5303
14566,BRIARWOOD,01/08/2020,5221
14567,BRIARWOOD,01/09/2020,5278
14568,BRIARWOOD,01/10/2020,5142
14569,BRIARWOOD,01/11/2020,2460
14570,BRIARWOOD,01/12/2020,1795
14571,BRIARWOOD,01/13/2020,5193
14572,BRIARWOOD,01/14/2020,5331
14573,BRIARWOOD,01/15/2020,5366
14574,BRIARWOOD,01/16/2020,5279
14575,BRIARWOOD,01/17/2020,5075
14576,BRIARWOOD,01/18/2020,2078
14577,BRIARWOOD,01/19/2020,1780
14578,BRIARWOOD,01/20/2020,2838
14579,BRIARWOOD,01/21/2020,5054
14580,BRIARWOOD,01/22/2020,5096
14581,BRIARWOOD,01/23/2020,5165
14582,BRIARWOOD,01/24/2020,4496
14583,BRIARWOOD,01/25/2020,1933
14584,BRIARWOOD,01/26/2020,1809
14585,BRIARWOOD,01/27/2020,5169
14586,BRIARWOOD,01/28/2020,5458
14587,BRIARWOOD,01/29/2020,5242
14588,BRIARWOOD,01/30/2020,5337
14589,BRIARWOOD,01/31/2020,5055
14590,BRIARWOOD,02/01/2020,2365
14591,BRIARWOOD,02/02/2020,1839
14592,BRIARWOOD,02/03/2020,5398
14593,BRIARWOOD,02/04/2020,5347
14594,BRIARWOOD,02/05/2020,5376
14595,BRIARWOOD,02/06/2020,5365
14596,BRIARWOOD,02/07/2020,5178
14597,BRIARWOOD,02/08/2020,2427
14598,BRIARWOOD,02/09/2020,1909
14599,BRIARWOOD,02/10/2020,4948
14600,BRIARWOOD,02/11/2020,5158
14601,BRIARWOOD,02/12/2020,4875
14602,BRIARWOOD,02/13/2020,4910
14603,BRIARWOOD,02/14/2020,4774
14604,BRIARWOOD,02/15/2020,2207
14605,BRIARWOOD,02/16/2020,1843
14606,BRIARWOOD,02/17/2020,2946
14607,BRIARWOOD,02/18/2020,4499
14608,BRIARWOOD,02/19/2020,4626
14609,BRIARWOOD,02/20/2020,4575
14610,BRIARWOOD,02/21/2020,4285
14611,BRIARWOOD,02/22/2020,2415
14612,BRIARWOOD,02/23/2020,1840
14613,BRIARWOOD,02/24/2020,5330
14614,BRIARWOOD,02/25/2020,5298
14615,BRIARWOOD,02/26/2020,5274
14616,BRIARWOOD,02/27/2020,5308
14617,BRIARWOOD,02/28/2020,5101
14618,BRIARWOOD,02/29/2020,2347
14619,BRIARWOOD,03/01/2020,1913
14620,BRIARWOOD,03/02/2020,5272
14621,BRIARWOOD,03/03/2020,5203
14622,BRIARWOOD,03/04/2020,5270
14623,BRIARWOOD,03/05/2020,5256
14624,BRIARWOOD,03/06/2020,5021
14625,BRIARWOOD,03/07/2020,2411
14626,BRIARWOOD,03/08/2020,1629
14627,BRIARWOOD,03/09/2020,4799
14628,BRIARWOOD,03/10/2020,4734
14629,BRIARWOOD,03/11/2020,4598
14630,BRIARWOOD,03/12/2020,4255
14631,BRIARWOOD,03/13/2020,3393
14632,BRIARWOOD,03/14/2020,1011
14633,BRIARWOOD,03/15/2020,665
14634,BRIARWOOD,03/16/2020,2431
14635,BRIARWOOD,03/17/2020,2005
14636,BRIARWOOD,03/18/2020,1742
14637,BRIARWOOD,03/19/2020,1514
14638,BRIARWOOD,03/20/2020,1291
14639,BRIARWOOD,03/21/2020,421
14640,BRIARWOOD,03/22/2020,278
14641,BRIARWOOD,03/23/2020,689
14642,BRIARWOOD,03/24/2020,723
14643,BRIARWOOD,03/25/2020,680
14644,BRIARWOOD,03/26/2020,679
14645,BRIARWOOD,03/27/2020,636
14646,BRIARWOOD,12/28/2019,2472
14647,BRIARWOOD,12/29/2019,1898
14648,BRIARWOOD,12/30/2019,3855
14649,BRIARWOOD,12/31/2019,3809
14650,BRIGHTON BEACH,01/01/2020,3975
14651,BRIGHTON BEACH,01/02/2020,9593
14652,BRIGHTON BEACH,01/03/2020,9483
14653,BRIGHTON BEACH,01/04/2020,5379
14654,BRIGHTON BEACH,01/05/2020,4817
14655,BRIGHTON BEACH,01/06/2020,11590
14656,BRIGHTON BEACH,01/07/2020,11420
14657,BRIGHTON BEACH,01/08/2020,11616
14658,BRIGHTON BEACH,01/09/2020,11332
14659,BRIGHTON BEACH,01/10/2020,10447
14660,BRIGHTON BEACH,01/11/2020,6149
14661,BRIGHTON BEACH,01/12/2020,5229
14662,BRIGHTON BEACH,01/13/2020,11437
14663,BRIGHTON BEACH,01/14/2020,11343
14664,BRIGHTON BEACH,01/15/2020,11937
14665,BRIGHTON BEACH,01/16/2020,11433
14666,BRIGHTON BEACH,01/17/2020,9963
14667,BRIGHTON BEACH,01/18/2020,5161
14668,BRIGHTON BEACH,01/19/2020,4866
14669,BRIGHTON BEACH,01/20/2020,7269
14670,BRIGHTON BEACH,01/21/2020,11008
14671,BRIGHTON BEACH,01/22/2020,11074
14672,BRIGHTON BEACH,01/23/2020,11172
14673,BRIGHTON BEACH,01/24/2020,9943
14674,BRIGHTON BEACH,01/25/2020,4832
14675,BRIGHTON BEACH,01/26/2020,5253
14676,BRIGHTON BEACH,01/27/2020,11329
14677,BRIGHTON BEACH,01/28/2020,11426
14678,BRIGHTON BEACH,01/29/2020,11704
14679,BRIGHTON BEACH,01/30/2020,11614
14680,BRIGHTON BEACH,01/31/2020,10338
14681,BRIGHTON BEACH,02/01/2020,5747
14682,BRIGHTON BEACH,02/02/2020,4891
14683,BRIGHTON BEACH,02/03/2020,11976
14684,BRIGHTON BEACH,02/04/2020,11724
14685,BRIGHTON BEACH,02/05/2020,11921
14686,BRIGHTON BEACH,02/06/2020,11511
14687,BRIGHTON BEACH,02/07/2020,10265
14688,BRIGHTON BEACH,02/08/2020,5036
14689,BRIGHTON BEACH,02/09/2020,4038
14690,BRIGHTON BEACH,02/10/2020,11386
14691,BRIGHTON BEACH,02/11/2020,11547
14692,BRIGHTON BEACH,02/12/2020,10569
14693,BRIGHTON BEACH,02/13/2020,11574
14694,BRIGHTON BEACH,02/14/2020,10443
14695,BRIGHTON BEACH,02/15/2020,6802
14696,BRIGHTON BEACH,02/16/2020,5989
14697,BRIGHTON BEACH,02/17/2020,7528
14698,BRIGHTON BEACH,02/18/2020,10737
14699,BRIGHTON BEACH,02/19/2020,11084
14700,BRIGHTON BEACH,02/20/2020,10256
14701,BRIGHTON BEACH,02/21/2020,9402
14702,BRIGHTON BEACH,02/22/2020,5151
14703,BRIGHTON BEACH,02/23/2020,4348
14704,BRIGHTON BEACH,02/24/2020,11623
14705,BRIGHTON BEACH,02/25/2020,10720
14706,BRIGHTON BEACH,02/26/2020,10760
14707,BRIGHTON BEACH,02/27/2020,10795
14708,BRIGHTON BEACH,02/28/2020,10365
14709,BRIGHTON BEACH,02/29/2020,4901
14710,BRIGHTON BEACH,03/01/2020,4023
14711,BRIGHTON BEACH,03/02/2020,11314
14712,BRIGHTON BEACH,03/03/2020,12457
14713,BRIGHTON BEACH,03/04/2020,12447
14714,BRIGHTON BEACH,03/05/2020,12457
14715,BRIGHTON BEACH,03/06/2020,10485
14716,BRIGHTON BEACH,03/07/2020,6185
14717,BRIGHTON BEACH,03/08/2020,4802
14718,BRIGHTON BEACH,03/09/2020,11471
14719,BRIGHTON BEACH,03/10/2020,11090
14720,BRIGHTON BEACH,03/11/2020,11134
14721,BRIGHTON BEACH,03/12/2020,8809
14722,BRIGHTON BEACH,03/13/2020,7844
14723,BRIGHTON BEACH,03/14/2020,4620
14724,BRIGHTON BEACH,03/15/2020,3682
14725,BRIGHTON BEACH,03/16/2020,5942
14726,BRIGHTON BEACH,03/17/2020,5102
14727,BRIGHTON BEACH,03/18/2020,4782
14728,BRIGHTON BEACH,03/19/2020,4248
14729,BRIGHTON BEACH,03/20/2020,4241
14730,BRIGHTON BEACH,03/21/2020,2006
14731,BRIGHTON BEACH,03/22/2020,1537
14732,BRIGHTON BEACH,03/23/2020,2114
14733,BRIGHTON BEACH,03/24/2020,2260
14734,BRIGHTON BEACH,03/25/2020,1967
14735,BRIGHTON BEACH,03/26/2020,1987
14736,BRIGHTON BEACH,03/27/2020,2027
14737,BRIGHTON BEACH,12/28/2019,6292
14738,BRIGHTON BEACH,12/29/2019,5238
14739,BRIGHTON BEACH,12/30/2019,8625
14740,BRIGHTON BEACH,12/31/2019,8017
14741,BROAD CHANNEL,01/01/2020,68
14742,BROAD CHANNEL,01/02/2020,263
14743,BROAD CHANNEL,01/03/2020,289
14744,BROAD CHANNEL,01/04/2020,66
14745,BROAD CHANNEL,01/05/2020,66
14746,BROAD CHANNEL,01/06/2020,300
14747,BROAD CHANNEL,01/07/2020,317
14748,BROAD CHANNEL,01/08/2020,308
14749,BROAD CHANNEL,01/09/2020,308
14750,BROAD CHANNEL,01/10/2020,289
14751,BROAD CHANNEL,01/11/2020,127
14752,BROAD CHANNEL,01/12/2020,81
14753,BROAD CHANNEL,01/13/2020,292
14754,BROAD CHANNEL,01/14/2020,308
14755,BROAD CHANNEL,01/15/2020,299
14756,BROAD CHANNEL,01/16/2020,285
14757,BROAD CHANNEL,01/17/2020,292
14758,BROAD CHANNEL,01/18/2020,78
14759,BROAD CHANNEL,01/19/2020,74
14760,BROAD CHANNEL,01/20/2020,150
14761,BROAD CHANNEL,01/21/2020,279
14762,BROAD CHANNEL,01/22/2020,310
14763,BROAD CHANNEL,01/23/2020,313
14764,BROAD CHANNEL,01/24/2020,281
14765,BROAD CHANNEL,01/25/2020,51
14766,BROAD CHANNEL,01/26/2020,62
14767,BROAD CHANNEL,01/27/2020,286
14768,BROAD CHANNEL,01/28/2020,314
14769,BROAD CHANNEL,01/29/2020,294
14770,BROAD CHANNEL,01/30/2020,307
14771,BROAD CHANNEL,01/31/2020,289
14772,BROAD CHANNEL,02/01/2020,90
14773,BROAD CHANNEL,02/02/2020,65
14774,BROAD CHANNEL,02/03/2020,270
14775,BROAD CHANNEL,02/04/2020,307
14776,BROAD CHANNEL,02/05/2020,298
14777,BROAD CHANNEL,02/06/2020,300
14778,BROAD CHANNEL,02/07/2020,303
14779,BROAD CHANNEL,02/08/2020,59
14780,BROAD CHANNEL,02/09/2020,43
14781,BROAD CHANNEL,02/10/2020,315
14782,BROAD CHANNEL,02/11/2020,316
14783,BROAD CHANNEL,02/12/2020,295
14784,BROAD CHANNEL,02/13/2020,326
14785,BROAD CHANNEL,02/14/2020,289
14786,BROAD CHANNEL,02/15/2020,102
14787,BROAD CHANNEL,02/16/2020,71
14788,BROAD CHANNEL,02/17/2020,118
14789,BROAD CHANNEL,02/18/2020,264
14790,BROAD CHANNEL,02/19/2020,284
14791,BROAD CHANNEL,02/20/2020,283
14792,BROAD CHANNEL,02/21/2020,253
14793,BROAD CHANNEL,02/22/2020,93
14794,BROAD CHANNEL,02/23/2020,90
14795,BROAD CHANNEL,02/24/2020,306
14796,BROAD CHANNEL,02/25/2020,310
14797,BROAD CHANNEL,02/26/2020,324
14798,BROAD CHANNEL,02/27/2020,306
14799,BROAD CHANNEL,02/28/2020,301
14800,BROAD CHANNEL,02/29/2020,122
14801,BROAD CHANNEL,03/01/2020,77
14802,BROAD CHANNEL,03/02/2020,294
14803,BROAD CHANNEL,03/03/2020,302
14804,BROAD CHANNEL,03/04/2020,300
14805,BROAD CHANNEL,03/05/2020,299
14806,BROAD CHANNEL,03/06/2020,289
14807,BROAD CHANNEL,03/07/2020,88
14808,BROAD CHANNEL,03/08/2020,59
14809,BROAD CHANNEL,03/09/2020,309
14810,BROAD CHANNEL,03/10/2020,286
14811,BROAD CHANNEL,03/11/2020,273
14812,BROAD CHANNEL,03/12/2020,246
14813,BROAD CHANNEL,03/13/2020,216
14814,BROAD CHANNEL,03/14/2020,65
14815,BROAD CHANNEL,03/15/2020,39
14816,BROAD CHANNEL,03/16/2020,121
14817,BROAD CHANNEL,03/17/2020,122
14818,BROAD CHANNEL,03/18/2020,111
14819,BROAD CHANNEL,03/19/2020,111
14820,BROAD CHANNEL,03/20/2020,82
14821,BROAD CHANNEL,03/21/2020,24
14822,BROAD CHANNEL,03/22/2020,21
14823,BROAD CHANNEL,03/23/2020,62
14824,BROAD CHANNEL,03/24/2020,65
14825,BROAD CHANNEL,03/25/2020,54
14826,BROAD CHANNEL,03/26/2020,69
14827,BROAD CHANNEL,03/27/2020,53
14828,BROAD CHANNEL,12/28/2019,112
14829,BROAD CHANNEL,12/29/2019,71
14830,BROAD CHANNEL,12/30/2019,213
14831,BROAD CHANNEL,12/31/2019,220
14832,BROAD ST,01/01/2020,1933
14833,BROAD ST,01/02/2020,6889
14834,BROAD ST,01/03/2020,6635
14835,BROAD ST,01/04/2020,2018
14836,BROAD ST,01/05/2020,1602
14837,BROAD ST,01/06/2020,7552
14838,BROAD ST,01/07/2020,7532
14839,BROAD ST,01/08/2020,7559
14840,BROAD ST,01/09/2020,7627
14841,BROAD ST,01/10/2020,7155
14842,BROAD ST,01/11/2020,3510
14843,BROAD ST,01/12/2020,2165
14844,BROAD ST,01/13/2020,7677
14845,BROAD ST,01/14/2020,7834
14846,BROAD ST,01/15/2020,7729
14847,BROAD ST,01/16/2020,7671
14848,BROAD ST,01/17/2020,7133
14849,BROAD ST,01/18/2020,2146
14850,BROAD ST,01/19/2020,1842
14851,BROAD ST,01/20/2020,2700
14852,BROAD ST,01/21/2020,7258
14853,BROAD ST,01/22/2020,7215
14854,BROAD ST,01/23/2020,7516
14855,BROAD ST,01/24/2020,6991
14856,BROAD ST,01/25/2020,1
14857,BROAD ST,01/26/2020,3
14858,BROAD ST,01/27/2020,7091
14859,BROAD ST,01/28/2020,7555
14860,BROAD ST,01/29/2020,7670
14861,BROAD ST,01/30/2020,7460
14862,BROAD ST,01/31/2020,7055
14863,BROAD ST,02/01/2020,2145
14864,BROAD ST,02/02/2020,1395
14865,BROAD ST,02/03/2020,7308
14866,BROAD ST,02/04/2020,7358
14867,BROAD ST,02/05/2020,6618815
14868,BROAD ST,02/06/2020,7591
14869,BROAD ST,02/07/2020,7304
14870,BROAD ST,02/08/2020,22
14871,BROAD ST,02/09/2020,6
14872,BROAD ST,02/10/2020,7388
14873,BROAD ST,02/11/2020,7692
14874,BROAD ST,02/12/2020,7737
14875,BROAD ST,02/13/2020,7525
14876,BROAD ST,02/14/2020,7245
14877,BROAD ST,02/15/2020,2269
14878,BROAD ST,02/16/2020,2002
14879,BROAD ST,02/17/2020,3039
14880,BROAD ST,02/18/2020,7086
14881,BROAD ST,02/19/2020,7289
14882,BROAD ST,02/20/2020,7308
14883,BROAD ST,02/21/2020,6920
14884,BROAD ST,02/22/2020,2336
14885,BROAD ST,02/23/2020,1680
14886,BROAD ST,02/24/2020,7580
14887,BROAD ST,02/25/2020,7911
14888,BROAD ST,02/26/2020,7631
14889,BROAD ST,02/27/2020,7900
14890,BROAD ST,02/28/2020,7453
14891,BROAD ST,02/29/2020,2453
14892,BROAD ST,03/01/2020,1768
14893,BROAD ST,03/02/2020,6405
14894,BROAD ST,03/03/2020,6615
14895,BROAD ST,03/04/2020,6445
14896,BROAD ST,03/05/2020,6498
14897,BROAD ST,03/06/2020,7040
14898,BROAD ST,03/07/2020,3
14899,BROAD ST,03/08/2020,5
14900,BROAD ST,03/09/2020,7141
14901,BROAD ST,03/10/2020,7065
14902,BROAD ST,03/11/2020,6622
14903,BROAD ST,03/12/2020,5898
14904,BROAD ST,03/13/2020,4586
14905,BROAD ST,03/14/2020,1114
14906,BROAD ST,03/15/2020,656
14907,BROAD ST,03/16/2020,3002
14908,BROAD ST,03/17/2020,2209
14909,BROAD ST,03/18/2020,1870
14910,BROAD ST,03/19/2020,1591
14911,BROAD ST,03/20/2020,1389
14912,BROAD ST,03/21/2020,318
14913,BROAD ST,03/22/2020,231
14914,BROAD ST,03/23/2020,719
14915,BROAD ST,03/24/2020,673
14916,BROAD ST,03/25/2020,657
14917,BROAD ST,03/26/2020,635
14918,BROAD ST,03/27/2020,598
14919,BROAD ST,12/28/2019,2323
14920,BROAD ST,12/29/2019,2086
14921,BROAD ST,12/30/2019,5519
14922,BROAD ST,12/31/2019,5005
14923,BROADWAY,01/01/2020,6489
14924,BROADWAY,01/02/2020,14684
14925,BROADWAY,01/03/2020,15210
14926,BROADWAY,01/04/2020,10301
14927,BROADWAY,01/05/2020,8003
14928,BROADWAY,01/06/2020,15626
14929,BROADWAY,01/07/2020,16031
14930,BROADWAY,01/08/2020,16315
14931,BROADWAY,01/09/2020,16139
14932,BROADWAY,01/10/2020,16765
14933,BROADWAY,01/11/2020,11264
14934,BROADWAY,01/12/2020,8870
14935,BROADWAY,01/13/2020,15917
14936,BROADWAY,01/14/2020,16405
14937,BROADWAY,01/15/2020,17142
14938,BROADWAY,01/16/2020,16792
